,السعر,الموديل,موديل سنة,لون السيارة,قوة الماتور,عدد الركاب,عداد السيارة,أصحاب سابقون,أصل السيارة,رخصة السيارة,نوع الوقود,نوع الجير,الزجاج,وسادة حماية هوائية,فرش جلد,جنطات مغنيسيوم,فتحة سقف,مسجل CD,إغلاق مركزي,مُكيّف,جهاز إنذار
2642,33000.0,اوبل استرا,2005,أزرق ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,0,1
2643,57000.0,فولكسفاجن بولو,2015,فيراني ,1200.0,5.0,58000.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
2644,95000.0,فولكسفاجن جولف,2017,رمادي ,1400.0,5.0,49000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2645,75000.0,نيسان كشكاي,2013,خمري ,2000.0,5.0,100000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
2646,45000.0,هوندا سيفيك,2009,أبيض عاجي ,1800.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2647,24000.0,دايو نوبيرا,2001,أبيض ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
2648,60000.0,اوبل استرا,2012,رصاصي ,1400.0,5.0,105000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
2649,15000.0,بيجو 406,1998,أزرق ,1800.0,5.0,65000.0,5.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,1,0,1,1,0,0
2650,42000.0,كيا برايد,2008,سكني ,1400.0,5.0,170000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
2651,48000.0,هونداي توسان,2008,أسود ,2000.0,5.0,65000.0,4.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2652,68000.0,هونداي i30,2013,أبيض ,1600.0,5.0,80.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2653,30000.0,شفروليه اوبترا,2007,أسود ميتالك ,1600.0,5.0,98000.0,4.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
2654,64000.0,اوبل كورسا,2016,أبيض ,1400.0,5.0,35000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
2655,50000.0,مرسيدس 412,1999,أبيض ,2500.0,3.0,400000.0,2.0,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
2656,42000.0,هوندا سيفيك,2007,كحلي ,1800.0,5.0,0.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,0,1
2657,60000.0,هونداي ٢٠١٥ ,2015,أبيض ,1400.0,5.0,450000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,0,0,1,1,1,1
2658,135000.0,مرسيدس فيانو ,2011,سكني ,2200.0,7.0,26134.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
2659,100000.0,فولكسفاجن كادي,2016,أحمر ,2000.0,7.0,100000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,يدوي ,1,0,1,0,1,1,1,1
2660,55000.0,هونداي اكسنت,2013,أبيض ,1400.0,5.0,59000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,0
2661,33000.0,هونداي جيتس,2008,أخضر ,1400.0,5.0,65000.0,2.0,تأجير ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,1,1,0,1,0,1,1
2662,42000.0,كيا مورننغ,2015,أزرق سماوي ,1000.0,5.0,55000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,0,0,1,1,1,0
2663,115000.0,كيا سورينتو,2012,أبيض عاجي ,2200.0,7.0,69.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2664,42000.0,هونداي اكسنت,2008,أزرق سماوي ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
2665,12000.0,مرسيدس 200,1985,سكني ,2300.0,5.0,65000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,1,0,0,1,0,0,0
2667,44000.0,سكودا فابيا,2012,رمادي ,1400.0,5.0,0.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
2669,65000.0,سيت ليون,2014,أبيض عاجي ,1200.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
2670,45000.0,فولكسفاجن جولف,2003,سكني ,1900.0,5.0,210000.0,3.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,1,1,1,1,1
2671,120000.0,كيا سبورتاج,2015,كحلي ,2000.0,7.0,65000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2672,30000.0,فيات 2004,2004,أبيض ,2000.0,8.0,65000.0,5.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
2673,34000.0,هونداي افانتي,2006,أبيض ,1600.0,5.0,170000.0,5.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
2674,98999.0,هونداي توسان,2016,فضي ,2000.0,5.0,99999.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
2675,37000.0,هونداي افانتي,2005,فضي ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
2676,67000.0,هونداي اكسنت,2017,فضي ,1400.0,5.0,40.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
2677,21000.0,دايو لانوس,2002,أزرق ,1500.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,1,0,0,0,0,0
2678,125000.0,كيا سبورتاج,2018,أبيض ,2000.0,5.0,60000.0,0.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2679,123500.0,بي ام دبليو 525,2008,فيراني ,2500.0,5.0,192000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2680,30000.0,فورد ترانزيت,1998,أبيض عاجي ,2500.0,8.0,0.0,3.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,1,0,0,0
2681,68000.0,فورد كونيكت,2012,أبيض ,1800.0,5.0,190000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
2682,40000.0,هونداي فيرنا,2008,فضي ,1400.0,5.0,230.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
2683,90000.0,سكودا سوبيرب,2010,أبيض ,1800.0,5.0,290000.0,3.0,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2684,55000.0,سكودا فابيا,2013,سكني ,1400.0,5.0,57000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
2685,70000.0,فولكسفاجن توران,2011,أسود ,1600.0,7.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,0,0,0,1,1,0
2686,40000.0,فولكسفاجن باسات,2002,أسود ,2000.0,5.0,65000.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,0,1,1,1,1,1,1,0
2687,32500.0,اوبل زافيرا,2004,سكني ,2000.0,7.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
2688,65000.0,شفروليه كروز,2012,فضي ,1600.0,5.0,0.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,0
2689,28000.0,فيات لينيا,2010,خمري ,1400.0,5.0,155000.0,2.0,تأجير ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
2690,30000.0,شفروليه اوبترا,2006,أبيض ,1600.0,5.0,106000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
2691,36000.0,فولكسفاجن باسات,2004,كحلي ,1900.0,5.0,0.0,7.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
2692,54000.0,سكودا اوكتافيا,2012,أبيض ,1600.0,5.0,350.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
2693,129000.0,مازدا cx3,2017,أبيض عاجي ,1995.0,5.0,53000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
2694,165000.0,بي ام دبليو 528,2013,أسود ميتالك ,1995.0,5.0,93000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2695,48000.0,هوندا سيفيك,2007,أبيض عاجي ,1800.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2696,152000.0,كيا سورينتو,2015,رمادي ,2200.0,7.0,88000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2697,11300.0,فيات تيبو,1989,أحمر ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,1,1,0,1,0,0,0
2698,70000.0,هونداي i40,2013,فضي ,2000.0,5.0,120000.0,5.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2699,12500.0,دراجة نارية 2012,2012,أبيض ,800.0,1.0,65000.0,2.0,خصوصي ,نمرة صفراء ,بنزين ,اوتوماتيك ,يدوي ,0,0,0,0,0,0,0,0
2700,30000.0,هونداي جيتس,2009,كحلي ,1600.0,6.0,65000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,0,0,1,0,1,0
2701,40000.0,كيا برايد,2007,سكني ,1600.0,5.0,125000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
2702,112000.0,كيا سبورتاج,2015,بترولي ,2000.0,5.0,72000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2703,36500.0,اوبل استرا,2006,أسود ,1600.0,5.0,190.0,3.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
2704,190000.0,مرسيدس E220,2014,فيراني ,2200.0,5.0,90000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2705,70000.0,بيجو بارتنر,2016,فضي ,1600.0,5.0,35000.0,0.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
2707,58000.0,هونداي اكسنت,2013,أبيض ,1400.0,5.0,138000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,1,0,0,0,0,1,0
2708,65000.0,بيجو اكسبرت,2012,أبيض ,2000.0,3.0,150000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,0
2709,40000.0,كيا ريو,2012,ذهبي ,1400.0,5.0,190000.0,2.0,تأجير ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,0,0,1,1,1,0
2710,57000.0,سيت ابيزا,2016,أزرق ,1200.0,5.0,22000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
2711,63000.0,سكودا رابيد,2014,أبيض ,1600.0,5.0,100000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
2712,50000.0,مرسيدس S320,1991,فضي ,3200.0,5.0,1.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,1,1,1,1,1,1,1
2713,24000.0,دايو لانوس,2002,أزرق سماوي ,1600.0,5.0,7500.0,5.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,0
2714,118000.0,سكودا اوكتافيا,2017,فيراني ,1400.0,5.0,36000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,1,0,1,1,1
2715,25000.0,ميتسوبيشي لانسر,1990,رصاصي ,1600.0,5.0,0.0,4.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,1,0,1,1,1,0
2716,39000.0,هونداي i10,2014,خمري ,1250.0,5.0,80000.0,1.0,تأجير ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
2717,36000.0,فولكسفاجن بولو,2007,أزرق ,1400.0,5.0,65000.0,4.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,0,1,1,1
2718,94000.0,فولكسفاجن جيتا,2015,فيراني ,2000.0,5.0,130000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
2719,15238.0,داف CF85,2001,أبيض ,380.0,2.0,0.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,1,0,0,0,0
2720,40000.0,فولكسفاجن كبينة,1983,برتقالي ,1800.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,يدوي ,0,0,1,0,0,0,0,1
2721,148000.0,كيا سورينتو,2016,فيراني ,2200.0,7.0,52000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
2722,35000.0,فولكسفاجن بولو,2005,رصاصي ,1400.0,5.0,120000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,يدوي ,1,1,0,0,1,0,1,1
2723,53000.0,سكودا رومستر,2012,أسود ,1600.0,5.0,220000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,يدوي ,0,0,0,0,0,0,0,0
2724,96000.0,مرسيدس C200,2008,أسود ,1800.0,5.0,150000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2725,49000.0,هونداي توسان,2006,فضي ,2000.0,5.0,160000.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2726,36500.0,هونداي الانترا,2007,ذهبي ,1600.0,5.0,81000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,1,1,1,0
2727,33000.0,فولكسفاجن باسات,1999,أبيض ,166.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
2728,23000.0,دايو لانوس,2002,أبيض عاجي ,1500.0,5.0,222.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
2729,85000.0,فولكسفاجن كادي,2015,فضي ,1600.0,7.0,50000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
2730,70000.0,فولكسفاجن جولف,2009,أحمر ,1600.0,5.0,147000.0,0.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,1,1,1,1,1
2731,28000.0,هونداي H100,2002,أبيض عاجي ,2476.0,7.0,0.0,4.0,حكومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
2732,58000.0,مرسيدس C200,2002,فضي ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
2733,78000.0,سكودا اوكتافيا,2012,أبيض ,1600.0,5.0,200000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,1,1,1,1
2734,89999.0,كيا اوبتيما,2016,أسود ميتالك ,1700.0,5.0,99500.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
2735,7000.0,بيجو 305,1983,أزرق سماوي ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,0,0,0,0
2736,35000.0,فورد فوكس,2011,بترولي ,1600.0,5.0,150000.0,3.0,تأجير ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,1,0,1,1,0,0
2738,15000.0,فولكسفاجن باسات,1998,زيتي ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,0,0,0,0
2739,37000.0,بيجو 307,2007,سكني ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,1,1,1,1,0,1,0
2740,32000.0,هونداي اكسنت,2005,ذهبي ,1495.0,5.0,230000.0,4.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,1,1,1,1
2741,105000.0,هونداي توسان,2016,سكني ,2000.0,5.0,35000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,يدوي ,0,0,1,0,0,0,1,0
2742,62000.0,هونداي اكسنت,2017,سكني ,1400.0,5.0,14000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,0
2743,43000.0,فورد فيستا,2013,كحلي ,1200.0,5.0,100000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
2744,18000.0,دايو لانوس,1999,أسود ,1500.0,5.0,0.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1,0,1,0,1,0,1,0
2745,21000.0,فولكسفاجن ترانسبورتر ,2008,أصفر ,2500.0,8.0,100000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
2747,43000.0,اوبل كورسا,2013,فيراني ,1400.0,5.0,80000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
2748,48000.0,هوندا سيفيك,2006,أبيض ,1800.0,5.0,158000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2749,42000.0,كيا ريو,2011,أبيض ,1400.0,5.0,0.0,4.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
2750,38000.0,هونداي فيرنا,2006,رصاصي ,1400.0,5.0,100000.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,0,1,1,1
2751,24000.0,اوبل فيكترا,2000,أسود ميتالك ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,0,1,1,0
2752,70000.0,فولكسفاجن جولف,2009,أحمر ,1600.0,5.0,147000.0,0.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,1,1,1,1,1
2753,82000.0,سيت ابيزا,2018,أبيض عاجي ,1000.0,5.0,66000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
2754,53000.0,سكودا فابيا,2014,أبيض ,1200.0,5.0,75000.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
2755,144000.0,كيا سبورتاج,2018,أبيض عاجي ,2000.0,5.0,0.0,0.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,0,0,0,0,0,0,0,0
2756,93000.0,كيا سبورتاج,2013,أبيض ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2757,12500.0,اوبل اسكونا,1983,بيج ,1300.0,5.0,123.0,6.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,1,0,1,0,0,0
2758,45000.0,سكودا اوكتافيا,2005,أبيض ,1900.0,5.0,4500.0,6.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,1,1,1,1,1
2759,49000.0,فولكسفاجن باسات,2007,فضي ,2000.0,5.0,190000.0,5.0,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
2760,43500.0,اوبل استرا,2007,فيراني ,1800.0,5.0,170000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,0
2761,43000.0,اوبل كورسا,2013,فيراني ,1400.0,5.0,95.0,4.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
2762,15000.0,دايو ماتيز,2000,ذهبي ,800.0,5.0,160000.0,7.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,0,1,0,1
2763,55000.0,سكودا اوكتافيا,2008,أسود ,2000.0,5.0,420000.0,4.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,1,0,1,0,0,0
2764,3200.0,بيجو 206,2008,كحلي ,1600.0,7.0,65000.0,2.0,تدريب سياقة ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,1,0,1,1
2765,57000.0,هونداي اكسنت,2014,سكني ,1400.0,5.0,70000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,0,1,0
2766,42000.0,سيت قرطبة,2008,فيراني ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,0
2767,78000.0,فولكسفاجن جولف,2010,فضي ,1400.0,5.0,140000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2768,55000.0,سكودا فابيا,2011,سكني ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,1,1,1,1
2769,120000.0,فولفو FH 12,2001,أبيض عاجي ,440.0,2.0,0.0,2.0,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,1,1,1,1,0
2770,47000.0,هوندا سيفيك,2007,أبيض عاجي ,1800.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
2771,57000.0,بي ام دبليو 328,1992,خمري ,2800.0,5.0,228000.0,5.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,1,1,1,1,1
2772,78000.0,كيا اوبتيما,2014,أبيض عاجي ,1700.0,5.0,74000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2773,35000.0,سكودا اوكتافيا,2003,أبيض ,1900.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,1,1,1,1,1
2774,130000.0,كيا سورينتو,2014,سكني ,2200.0,7.0,130000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,0
2775,125000.0,مرسيدس C180,2016,أبيض ,1600.0,5.0,61000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2776,25000.0,مرسيدس 410,1994,أبيض ,2000.0,3.0,65000.0,2.0,تجاري ,فلسطينية ,ديزل ,عادي ,يدوي ,0,0,0,0,0,0,0,0
2777,12000.0,اوبل كاديت,1982,بيج ,1300.0,5.0,0.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,يدوي ,0,0,1,0,1,0,0,0
2778,40000.0,سكودا فابيا,2012,أبيض ,1600.0,5.0,186000.0,2.0,تأجير ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,0
2779,42500.0,هونداي فيرنا,2008,أحمر ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
2780,4000.0,سيت 1985,1985,أحمر ,1000.0,5.0,1000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,1,1,0,0,1,1,0
2781,65000.0,سكودا اوكتافيا,2010,أحمر ,1600.0,5.0,0.0,3.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
2782,36500.0,سكودا اوكتافيا,2002,أبيض ,1900.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,0,1,0,1
2783,45000.0,Dodge Massey ferguson,2010,أحمر ,3200.0,1.0,50000.0,2.0,خصوصي ,نمرة صفراء ,ديزل ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
2784,20000.0,شفروليه كافلير,2000,خمري ,2200.0,5.0,65000.0,2.0,حكومي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
2785,94000.0,هونداي توسان,2016,أبيض ,2000.0,5.0,44000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
2786,40000.0,فولكسفاجن كبينة,1985,عدة الوان ,2000.0,7.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,يدوي ,0,0,1,0,0,0,0,0
2787,28000.0,مرسيدس 220,2000,خمري ,2500.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,1,1,1,1,1
2788,57000.0,سيت ابيزا,2016,أسود ميتالك ,1200.0,5.0,72000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
2789,38000.0,سكودا فابيا,2006,أبيض عاجي ,1600.0,5.0,88.0,3.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
