,السعر,الموديل,موديل سنة,لون السيارة,قوة الماتور,عدد الركاب,عداد السيارة,أصحاب سابقون,أصل السيارة,رخصة السيارة,نوع الوقود,نوع الجير,الزجاج,وسادة حماية هوائية,فرش جلد,جنطات مغنيسيوم,فتحة سقف,مسجل CD,إغلاق مركزي,مُكيّف,جهاز إنذار
949,40000.0,فولكسفاجن بولو,2003,أبيض عاجي ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,1,0,1,1,1,1
950,70000.0,سكودا اوكتافيا,2008,أبيض ,1900.0,5.0,230000.0,4.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,1,0,1,1,1,1
951,44000.0,بيجو 207,2008,أزرق ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,1,0,1,0,1,0
952,48000.0,بيجو 206+,2012,أسود ميتالك ,1400.0,5.0,75000.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
953,48000.0,اوبل استرا,2008,رصاصي ,1800.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
954,100000.0,فولكسفاجن جولف,2013,سكني ,1400.0,5.0,56.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
955,15500.0,اوبل اسكونا,1985,أحمر ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,0,0,0,0
956,8000.0,رينو R9,1985,أبيض عاجي ,1400.0,5.0,65000.0,7.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,1,0,0,1,0,0,0
957,18000.0,فيات اونو,1989,فيراني ,1300.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,1,0,1,1,0,0
958,47000.0,فورد فيستا,2016,عدة الوان ,1250.0,5.0,65000.0,0.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
959,45000.0,كيا ريو,2008,أسود ,1400.0,5.0,112000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
960,25000.0,هونداي الانترا,2005,رمادي ,1900.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,1,0,1,0
961,63000.0,بيجو 308,2013,أبيض ,1600.0,7.0,50000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
962,46000.0,اوبل كورسا,2011,أسود ميتالك ,1400.0,5.0,60000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
963,76000.0,هونداي توسان,2013,فيراني ,2000.0,5.0,93000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
964,98765.0,فولكسفاجن باسات,1999,رمادي ,1600.0,5.0,78567.0,5.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
965,92000.0,فولكسفاجن كادي,2013,رمادي ,1600.0,7.0,170000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
966,70000.0,سكودا رابيد,2015,فضي ,1600.0,5.0,22000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,0
968,45200.0,بيجو 207,2012,فضي ,1600.0,5.0,48000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
969,50000.0,فولكسفاجن جولف,2004,أسود ,1600.0,5.0,65000.0,5.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
970,102999.0,هونداي توسان,2015,أبيض ,2000.0,5.0,90000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
971,70000.0,بيجو 208,2016,أبيض عاجي ,1250.0,5.0,30000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,0,0,0,0
972,150000.0,سيت ليون,2015,أبيض ,2000.0,5.0,13000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
973,110000.0,كيا سبورتاج,2013,أبيض ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
974,40000.0,مرسيدس 190,1985,بنفسجي ,2000.0,5.0,190000.0,2.0,عمومي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,1,1,1,1,1
975,10000.0,فورد فوكس,2008,أبيض ,1600.0,5.0,65000.0,2.0,خصوصي ,نمرة صفراء ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,1,1,1,1
976,60000.0,اوبل كورسا,2015,فيراني ,1400.0,5.0,44000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,0,1,1,1
977,65000.0,سكودا اوكتافيا,2007,فيراني ,1900.0,5.0,300000.0,3.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,0
978,75000.0,اوبل استرا,2012,رصاصي ,1400.0,5.0,100.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,1,0,0,0,1,0
979,14500.0,فيات اونو,1986,أبيض ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,1,1,0,1,1,1,1
980,70000.0,بيجو 301,2015,بني ,1600.0,5.0,41000.0,0.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
981,48000.0,هوندا سيفيك,2007,أسود ,1800.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,0,1,1,0
982,70000.0,داتشيا ستيب واي,2016,فضي ,900.0,5.0,16000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,0,1,1,1
983,82000.0,فولكسفاجن كادي,2012,أسود ,1600.0,7.0,168000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
985,24000.0,دايو لانوس,1997,أبيض عاجي ,1500.0,5.0,200000.0,9.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
986,28000.0,بيجو 206,2006,أبيض ,1400.0,5.0,190000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,يدوي ,1,0,0,0,1,1,1,1
987,62000.0,فيات دوبلو,2011,أسود ,1999.0,7.0,199000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,1,1,1,0
988,69000.0,سكودا اوكتافيا,2012,أسود ميتالك ,1600.0,5.0,186000.0,3.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
989,45000.0,كيا برايد,2008,أزرق ,1600.0,5.0,110000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
991,142000.0,هونداي توسان,2015,أسود ميتالك ,2000.0,5.0,50000.0,0.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
992,39999.0,هونداي اكسنت,2007,سكني ,1400.0,5.0,300000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,1,0,1,1,1,0
993,52000.0,فولكسفاجن جولف,2001,أبيض ,1900.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,1,1,1,1,1
994,50000.0,مازدا 3,2008,أسود ميتالك ,1600.0,5.0,183737.0,3.0,تأجير ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
995,95000.0,هونداي توسان,2015,فيراني ,2000.0,5.0,30000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
996,3800.0,فولكسفاجن كرافيل,1999,أبيض ,2500.0,8.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
998,68000.0,هونداي اكسنت,2014,أبيض ,1600.0,5.0,69000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
999,40000.0,هونداي افانتي,2006,فضي ,1600.0,5.0,170000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
1000,46000.0,كيا ماجنتيس,2007,أسود ,2000.0,5.0,95000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
1001,79900.0,كيا سول,2015,خمري ,1600.0,5.0,29000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
1002,65000.0,فولكسفاجن كرافيل,2006,أبيض ,2500.0,8.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,1,0,0,0
1003,125500.0,كيا سبورتاج,2014,أبيض عاجي ,2000.0,5.0,38800.0,0.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
1004,70000.0,سكودا اوكتافيا,2010,أسود ميتالك ,1600.0,5.0,120000.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
1005,90000.0,فولكسفاجن كرافيل,2011,أصفر ,2000.0,8.0,54357.0,1.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,1,1,1,1,1
1006,58000.0,ستروين c3 diesel privat,2013,فيراني ,1600.0,5.0,130.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,1
1008,190000.0,بي ام دبليو X3,2015,بني ,2000.0,5.0,170000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
1009,67000.0,كيا برايد,2016,فضي ,1400.0,6.0,44000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
1010,22000.0,فولكسفاجن بولو,1999,زيتي ,1600.0,5.0,80000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
1011,10000.0,اوبل كاديت,1982,أحمر ,1300.0,4.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,0,0,0,0
1012,60000.0,فولكسفاجن باسات,2008,فيراني ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,0,1,1,0,1,1,1,0
1014,55000.0,فولكسفاجن جولف,2005,خمري ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
1016,37000.0,بيجو 207,2008,أزرق ,1600.0,5.0,90000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
1017,50000.0,فولكسفاجن بولو,2008,سكني ,1300.0,5.0,65000.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,0,0,1,1,1,1
1018,105000.0,سكودا اوكتافيا,2014,ذهبي ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
1019,28000.0,اودي A4,1996,فضي ,1800.0,5.0,290000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,1,1,1,1,1,1
1020,35000.0,بي ام دبليو 320,1988,أزرق سماوي ,2000.0,5.0,65000.0,4.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,1,1,1,1,1
1021,38000.0,اوبل استرا,2004,كحلي ,1600.0,5.0,250000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
1022,40000.0,فولكسفاجن بولو,2007,فضي ,1400.0,5.0,97000.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
1023,20000.0,بيجو 205,1986,أبيض ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,1,1,1,1,1,1
1024,85000.0,نيسان كشكاي,2018,خمري ,1600.0,5.0,35000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
1025,15000.0,اوبل فيكترا,1995,أبيض ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,1,1,1,1,1
1026,47000.0,بيجو بارتنر,2008,أبيض ,1690.0,5.0,0.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,1,1,1,1,1
1027,60000.0,اوبل كورسا,2013,سكني ,1400.0,5.0,100.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,0
1029,43500.0,كيا سيراتو,2006,أبيض ,1600.0,5.0,88000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,0
1030,30000.0,نيسان الميرا,1999,أزرق ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,1,1,0,1,1,1,1
1031,4500.0,بيجو بارتنر,2005,أبيض ,1900.0,5.0,65000.0,2.0,خصوصي ,نمرة صفراء ,ديزل ,عادي ,الكتروني ,0,0,1,0,0,0,0,0
1032,28000.0,بيجو 406,1998,فضي ,2000.0,5.0,123456.0,3.0,عمومي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
1033,45000.0,سكودا اوكتافيا,2005,ذهبي ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
1034,18000.0,اوبل اسكونا,1987,أبيض ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,0,0,0,0
1035,47500.0,كيا فورتي,2008,فضي ,1600.0,5.0,180000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
1036,75000.0,داتشيا ستيب واي,2016,أبيض ,1500.0,5.0,11.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,1,1,1,1
1037,87000.0,هونداي توسان,2012,أسود ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,0
1038,20000.0,فولكسفاجن بولو,1997,أبيض ,1600.0,5.0,65000.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
1039,118000.0,كيا سورينتو,2011,أبيض ,2200.0,7.0,100000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,0
1040,75000.0,سكودا اوكتافيا,2012,أسود ميتالك ,1600.0,5.0,126000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
1041,40000.0,فورد فيستا,2012,أسود ,1250.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
1042,75000.0,سكودا اوكتافيا,2010,أبيض ,1600.0,5.0,165000.0,0.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,0
1043,63100.0,هونداي اكسنت,2016,أبيض عاجي ,1400.0,5.0,17000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
1044,82000.0,فولكسفاجن جولف,2013,فيراني ,1400.0,5.0,129000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
1045,99000.0,سكودا اوكتافيا بانوراما,2016,خمري ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
1046,53000.0,سكودا نيو,2007,سكني ,1900.0,5.0,500000.0,4.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,1,1,1,0
1047,3000.0,فولكسفاجن باسات,2003,فضي ,1800.0,5.0,65000.0,2.0,خصوصي ,نمرة صفراء ,بنزين ,نصف اوتوماتيك ,الكتروني ,0,0,0,0,0,0,0,0
1048,59000.0,كيا فورتي,2008,أبيض ,1600.0,5.0,67.7,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
1049,40000.0,اوبل زافيرا,2004,أزرق ,2000.0,7.0,120000.0,3.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
1050,17000.0,بي ام دبليو 318,1987,أزرق ,1800.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1,1,1,0,1,1,1,1
1052,45000.0,كيا مورننغ,2016,أسود ,1000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,0,0,1,1,1,1
1053,70000.0,مرسيدس اتكو ,1999,أبيض عاجي ,170.0,3.0,65000.0,2.0,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,1,1,0,1,1
1054,90000.0,فولكسفاجن توران,2012,سكني ,1600.0,5.0,175000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
1055,15000.0,اودي Q5,2012,سكني ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
1056,75000.0,فولكسفاجن جيتا,2013,أسود ,1400.0,5.0,108000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
1057,85000.0,كيا 2012,2012,سكني ,2000.0,5.0,68000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
1058,33000.0,فولكسفاجن جولف بلس,2006,فضي ,1900.0,5.0,65000.0,9.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,1,0,1,0,0,0
1059,10500.0,اوبل اسكونا,1982,أحمر ,1300.0,5.0,10800.0,6.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,1,0,0,0
1060,25000.0,فولكسفاجن باسات,1996,فضي ,2000.0,7.0,200000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,0
1061,65000.0,فولكسفاجن جولف,2006,كحلي ,1600.0,5.0,100.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
1062,25000.0,سوبارو عريض,1987,أزرق ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,1,1,0,0,0,0,0
1063,5000.0,فيات 127,1983,أبيض عاجي ,900.0,5.0,65000.0,8.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,1,0,0,0
1064,45000.0,اوبل كورسا,2011,رمادي ,1400.0,5.0,141540.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,0,1,1,1
1065,140000.0,جييب Compass,2015,أسود ,2000.0,5.0,12000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,0
1066,69000.0,هونداي اكسنت,2014,فيراني ,1600.0,5.0,33000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,1,1,1,1,1
1067,73900.0,فولكسفاجن بولو,2016,أبيض ,1200.0,5.0,32000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,0,1,1,1
1068,100000.0,ميتسوبيشي اوت لاندر,2015,كحلي ,2000.0,7.0,16000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,1
1070,21000.0,اوبل استرا,1997,ذهبي ,1600.0,7.0,0.0,4.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
1071,16500.0,فيات اونو,1991,أبيض ,1100.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,1,1,0,1,1,0,1
1072,70000.0,نيسان تيرانو,2000,عدة الوان ,2700.0,8.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,1,1,1,1,1
1073,40000.0,هونداي اكسنت,2007,فضي ,1400.0,5.0,65000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
1074,90000.0,ميتسوبيشي لانسر,2014,خمري ,1600.0,5.0,24000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,0
1075,25000.0,اوبل استرا,1997,أبيض ,1600.0,5.0,75000.0,4.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,1,0,1,0,0,0
1076,59000.0,هونداي اكسنت,2014,فيراني ,1400.0,5.0,55000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
1077,55000.0,هونداي i30,2008,أسود ميتالك ,1600.0,5.0,100000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
1078,85000.0,فولكسفاجن جولف,2011,أسود ميتالك ,1400.0,5.0,115000.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,1,1,1,1,1
1079,75000.0,سكودا اوكتافيا,2010,فيراني ,1009.0,5.0,100.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
1080,14000.0,فولكسفاجن جيتا,1992,أبيض ,1600.0,5.0,180000.0,6.0,عمومي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,0,0,1,0,1,0
1081,75000.0,هونداي سانتافيه,2006,سكني ,2200.0,7.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,1,1,1,1,1
1082,65999.0,هونداي اكسنت,2016,فضي ,1400.0,7.0,28000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
1083,73000.0,مرسيدس 412,1997,أبيض ,3000.0,7.0,65000.0,2.0,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
1084,45000.0,باص فولكس شتل ترانسبورتر,2004,برتقالي ,2500.0,8.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
1085,105000.0,سكودا اوكتافيا,2015,أسود ,2000.0,4.0,100000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,0
1086,60000.0,فولكسفاجن جولف,2005,أسود ,1600.0,5.0,75000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
1087,43000.0,سكودا اوكتافيا,2005,أبيض ,1900.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
1088,46600.0,كيا بيكانتو,2016,فضي ,1000.0,5.0,51000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,0
1089,85000.0,اودي A4,2009,أبيض ,1800.0,5.0,180000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,0
1090,26500.0,نيسان الميرا,1999,أبيض عاجي ,1600.0,5.0,150000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
1091,65000.0,هونداي H100,1999,أبيض عاجي ,2400.0,3.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,يدوي ,0,0,0,0,0,0,0,0
1092,85000.0,سكودا اوكتافيا,2014,زيتي ,1600.0,5.0,65000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
1093,35000.0,مرسيدس 300,1991,ذهبي ,3000.0,5.0,0.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,1
1094,88000.0,سكودا اوكتافيا,2014,فيراني ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,0
1095,127000.0,فولكسفاجن كادي,2016,أبيض ,2000.0,5.0,39000.0,0.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
1096,57000.0,شفروليه كروز,2011,أسود ميتالك ,1600.0,5.0,65000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,0,1,1
1098,65000.0,فيات دوبلو,2012,ذهبي ,2000.0,7.0,90.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
1099,147000.0,هونداي سنتافاي فل اضافات ,2015,فيراني ,2000.0,8.0,40000.0,0.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
